direction,time,canid,len,data
TX,10:10:35.456,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.476,0x101,32,44 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 01 85 FF 7F 12 C0 F0 F7 A6 E5 55
TX,10:10:35.495,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.516,0x101,32,45 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 0C 85 FF 7F 12 C0 F0 F7 A6 E5 55
TX,10:10:35.539,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.560,0x101,32,46 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 23 85 FF 7F 12 BF F0 F7 A5 E5 55
TX,10:10:35.581,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.603,0x101,32,47 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 50 85 FF 7F 12 BF F0 F7 A5 E5 55
TX,10:10:35.628,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.647,0x101,32,48 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 34 85 FF 7F 12 BE F0 F7 A4 E5 55
TX,10:10:35.671,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.691,0x101,32,49 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 67 85 FF 7F 12 BD F0 F7 A3 E5 55
TX,10:10:35.710,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.729,0x101,32,4A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 0C 85 FF 7F 12 BD F0 F7 A3 E5 55
TX,10:10:35.751,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.771,0x101,32,4B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 34 85 FF 7F 12 BD F0 F7 A3 E5 55
TX,10:10:35.794,0x300,6,40 40 40 08 04 01
TX,10:10:35.814,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:35.835,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.855,0x101,32,4C 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 67 85 FF 7F 12 BC F0 F7 A2 E5 55
RX,10:10:35.874,0x101,16,4D 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:35.894,0x101,32,4E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 5B 85 FF 7F 12 BB F0 F7 A1 E5 55
TX,10:10:35.920,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.941,0x101,32,4F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 34 85 FF 7F 12 BA F0 F7 A0 E5 55
TX,10:10:35.966,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:35.988,0x101,32,50 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 72 85 FF 7F 12 B9 F0 F7 9F E5 55
TX,10:10:36.007,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.026,0x101,32,51 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 0C 85 FF 7F 12 B8 F0 F7 9E E5 55
TX,10:10:36.048,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.067,0x101,32,52 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 72 85 FF 7F 12 B8 F0 F7 9E E5 55
TX,10:10:36.087,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.107,0x101,32,53 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 FF 7F EF 7A 72 85 FF 7F 12 B7 F0 F7 9D E5 55
TX,10:10:36.131,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.151,0x101,32,54 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 00 80 EF 7A 5B 85 FF 7F 12 B7 F0 F7 9D E5 55
TX,10:10:36.174,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.196,0x101,32,55 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 00 80 EF 7A 45 85 FF 7F 12 B2 F0 F7 98 E5 55
TX,10:10:36.216,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.235,0x101,32,56 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 05 80 ED 7A CE 84 FF 7F 12 A5 ED F7 8B E2 55
TX,10:10:36.261,0x300,6,40 40 40 08 04 01
TX,10:10:36.281,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:36.305,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.325,0x101,32,57 40 40 38 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 05 80 EB 7A B1 84 FF 7F 12 7D EA F7 63 DF 55
RX,10:10:36.347,0x101,16,58 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:36.367,0x101,32,59 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 19 80 E2 7A F0 83 FF 7F 12 3D DD F7 23 D2 55
TX,10:10:36.398,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.418,0x101,32,5A 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 2D 80 CF 7A 7F 83 FF 7F 12 13 BE F7 F9 B2 55
TX,10:10:36.453,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.475,0x101,32,5B 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 40 80 C0 7A E5 83 FF 7F 12 F2 A6 F7 D8 9B 55
TX,10:10:36.499,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.519,0x101,32,5C 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 41 80 A0 7A B8 83 FF 7F 12 B3 72 F7 99 67 55
TX,10:10:36.548,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.569,0x101,32,5D 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 6D 80 71 7A B2 83 FF 7F 12 1C 29 F7 02 1E 55
TX,10:10:36.595,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.615,0x101,32,5E 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 AB 80 30 7A 79 84 FF 7F 12 45 C1 F6 2B B6 54
TX,10:10:36.648,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.670,0x101,32,5F 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 08 81 C0 79 51 84 FF 7F 12 41 0D F6 27 02 54
TX,10:10:36.706,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.728,0x101,32,60 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 BD 81 04 79 4A 85 FF 7F 12 C5 E1 F4 AB D6 52
TX,10:10:36.752,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.773,0x101,32,61 40 40 28 6C 01 1A 01 00 42 00 00 00 FF 7F 51 78 85 82 01 78 54 87 FF 7F 12 A3 43 F3 89 38 51
TX,10:10:36.805,0x300,6,40 40 40 08 04 01
TX,10:10:36.827,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:36.851,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.874,0x101,32,62 40 40 38 6C 01 1A 01 00 42 00 00 00 A3 80 51 78 77 84 E4 75 C4 89 FF 7F 12 FA E4 EF E0 D9 4D
RX,10:10:36.896,0x101,16,63 40 00 39 24 01 00 01 10 42 10 20 02 00 01 20
RX,10:10:36.918,0x101,32,64 40 40 28 6C 01 1A 01 00 42 00 00 00 A3 80 51 78 D6 86 FA 72 05 8E FF 7F 12 83 3E EB 69 33 49
TX,10:10:36.964,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:36.988,0x101,32,65 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 11 8E 6A 64 FF 7F FF 7F 12 6A 0B D4 50 00 32
TX,10:10:37.056,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.090,0x101,32,66 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 BF 86 23 5A FF 7F FF 7F 12 A8 B5 C3 8E AA 21
TX,10:10:37.136,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.161,0x101,32,67 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 48 82 56 56 FF 7F FF 7F 12 57 AF BD 3D A4 1B
TX,10:10:37.193,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.218,0x101,32,68 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 67 80 7F 55 FF 7F FF 7F 12 DA 5A BC C0 4F 1A
TX,10:10:37.251,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.278,0x101,32,69 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 21 4C BC 07 41 1A
TX,10:10:37.310,0x300,6,40 40 40 08 04 01
TX,10:10:37.336,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:37.365,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.391,0x101,32,6A 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 00 4C BC E6 40 1A
RX,10:10:37.422,0x101,16,6B 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:37.448,0x101,32,6C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 05 4C BC EB 40 1A
TX,10:10:37.482,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.507,0x101,32,6D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1C 4C BC 02 41 1A
TX,10:10:37.528,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.549,0x101,32,6E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 23 4C BC 09 41 1A
TX,10:10:37.574,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.596,0x101,32,6F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 32 4C BC 18 41 1A
TX,10:10:37.618,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.640,0x101,32,70 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 36 4C BC 1C 41 1A
TX,10:10:37.666,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.691,0x101,32,71 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 36 4C BC 1C 41 1A
TX,10:10:37.715,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.737,0x101,32,72 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 37 4C BC 1D 41 1A
TX,10:10:37.764,0x300,6,40 40 40 08 04 01
TX,10:10:37.786,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:37.811,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.833,0x101,32,73 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 3B 4C BC 21 41 1A
RX,10:10:37.857,0x101,16,74 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:37.880,0x101,32,75 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 3D 4C BC 23 41 1A
TX,10:10:37.906,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.929,0x101,32,76 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 3C 4C BC 22 41 1A
TX,10:10:37.954,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:37.978,0x101,32,77 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 3D 4C BC 23 41 1A
TX,10:10:38.001,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.025,0x101,32,78 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 3C 4C BC 22 41 1A
TX,10:10:38.052,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.073,0x101,32,79 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 36 4C BC 1C 41 1A
TX,10:10:38.095,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.122,0x101,32,7A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 31 4C BC 17 41 1A
TX,10:10:38.152,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.175,0x101,32,7B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 2E 4C BC 14 41 1A
TX,10:10:38.198,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.219,0x101,32,7C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 2A 4C BC 10 41 1A
TX,10:10:38.239,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.258,0x101,32,7D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 27 4C BC 0D 41 1A
TX,10:10:38.284,0x300,6,40 40 40 08 04 01
TX,10:10:38.304,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:38.328,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.348,0x101,32,7E 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 23 4C BC 09 41 1A
RX,10:10:38.369,0x101,16,7F 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:38.390,0x101,32,40 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1F 4C BC 05 41 1A
TX,10:10:38.416,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.436,0x101,32,41 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1D 4C BC 03 41 1A
TX,10:10:38.461,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.484,0x101,32,42 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1B 4C BC 01 41 1A
TX,10:10:38.505,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.528,0x101,32,43 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1C 4C BC 02 41 1A
TX,10:10:38.553,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.575,0x101,32,44 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1A 4C BC 00 41 1A
TX,10:10:38.595,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.616,0x101,32,45 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:38.641,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.664,0x101,32,46 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:38.689,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.710,0x101,32,47 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1B 4C BC 01 41 1A
TX,10:10:38.731,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.750,0x101,32,48 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1B 4C BC 01 41 1A
TX,10:10:38.772,0x300,6,40 40 40 08 04 01
TX,10:10:38.795,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:38.816,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.837,0x101,32,49 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1C 4C BC 02 41 1A
RX,10:10:38.859,0x101,16,4A 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:38.878,0x101,32,4B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1A 4C BC 00 41 1A
TX,10:10:38.907,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.930,0x101,32,4C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1B 4C BC 01 41 1A
TX,10:10:38.954,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:38.974,0x101,32,4D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1A 4C BC 00 41 1A
TX,10:10:38.994,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.013,0x101,32,4E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:39.036,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.057,0x101,32,4F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:39.078,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.100,0x101,32,50 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.123,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.148,0x101,32,51 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.173,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.195,0x101,32,52 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.215,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.234,0x101,32,53 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.257,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.280,0x101,32,54 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.307,0x300,6,40 40 40 08 04 01
TX,10:10:39.328,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:39.349,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.370,0x101,32,55 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 16 4C BC FC 40 1A
RX,10:10:39.389,0x101,16,56 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:39.409,0x101,32,57 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.432,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.456,0x101,32,58 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 1A 4C BC 00 41 1A
TX,10:10:39.479,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.502,0x101,32,59 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:39.526,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.547,0x101,32,5A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.567,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.587,0x101,32,5B 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.610,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.633,0x101,32,5C 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:39.656,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.678,0x101,32,5D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.701,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.720,0x101,32,5E 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.745,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.768,0x101,32,5F 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.788,0x300,6,40 40 40 08 04 01
TX,10:10:39.810,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:39.831,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.852,0x101,32,60 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
RX,10:10:39.874,0x101,16,61 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:39.895,0x101,32,62 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 17 4C BC FD 40 1A
TX,10:10:39.927,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.948,0x101,32,63 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:39.974,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:39.995,0x101,32,64 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.017,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.037,0x101,32,65 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.062,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.085,0x101,32,66 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.106,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.126,0x101,32,67 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.152,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.174,0x101,32,68 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:40.193,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.215,0x101,32,69 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 18 4C BC FE 40 1A
TX,10:10:40.240,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.259,0x101,32,6A 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.279,0x300,6,40 40 40 08 04 01
TX,10:10:40.301,0x300,12,40 40 00 09 1C 01 00 01 10 42 10 20
TX,10:10:40.321,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
RX,10:10:40.342,0x101,32,6B 40 40 38 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
RX,10:10:40.362,0x101,16,6C 40 00 39 24 01 00 01 10 42 10 20 03 00 01 20
RX,10:10:40.383,0x101,32,6D 40 40 28 6C 01 1A 01 00 43 00 00 00 FF 7F 51 78 FF 7F 75 55 FF 7F FF 7F 12 19 4C BC FF 40 1A
TX,10:10:40.407,0x300,12,40 00 40 28 1C 01 06 01 00 41 EF 7A
